ubid,canonical_business_name,canonical_address,district,pin_code,business_type,business_category,activity_status,confidence,source_record_count,linked_departments,created_at,last_activity_date,audit_policy,entity_id_ground_truth
KA-BLRR-562110-000165,Varun Dine Company,"No 101, A Service Road, Devanahalli, Bengaluru Rural, Karnataka - 562110",Bengaluru Rural,562110,Restaurant / Cafe,Service,CLOSED,89,3,GST|SHOP|UDYAM,2026-03-14,2025-02-02,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00165
KA-BLRU-560001-000166,Sharma Electronics Solutions,"No 75, C Behind Metro, MG Road, Bengaluru Urban, Karnataka - 560001",Bengaluru Urban,560001,Electronics Assembly,Manufacturing,ACTIVE,99,5,BBMP|KSPCB|LABOUR|SHOP|UDYAM,2026-03-31,2026-01-12,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00166
KA-BLRU-560024-000167,Asha Labs Solutions,"No 94, B 3rd Phase, Hebbal, Bengaluru Urban, Karnataka - 560024",Bengaluru Urban,560024,Chemical Blending,Manufacturing,ACTIVE,96,2,GST|KSPCB,2026-03-11,2026-03-23,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00167
KA-BLRR-562110-000168,Ganesh Kitchen LLP,"No 166, A 3rd Phase, Devanahalli, Bengaluru Rural, Karnataka - 562110",Bengaluru Rural,562110,Restaurant / Cafe,Service,ACTIVE,99,3,BBMP|GST|SHOP,2026-03-27,2026-03-03,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00168
KA-MYS-570001-000169,Asha Bakery Co,"No 164, Shed Near Bus Stop, Devaraja Mohalla, Mysuru, Karnataka - 570001",Mysuru,570001,Food Processing,Manufacturing,ACTIVE,99,3,GST|KSPCB|UDYAM,2026-03-24,2026-03-15,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00169
KA-BLRU-560066-000170,Bharath Spices LLP,"No 172, D 2nd Main, Whitefield Main Road, Bengaluru Urban, Karnataka - 560066",Bengaluru Urban,560066,Food Processing,Manufacturing,ACTIVE,99,6,BBMP|FACTORY|GST|KSPCB|LABOUR|SHOP,2026-04-09,2026-02-10,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00170
KA-TUM-572106-000171,Vijaya Fashions Works,"No 16, Shed Extension, Antharasanahalli Industrial Area, Tumakuru, Karnataka - 572106",Tumakuru,572106,Textile / Garments,Manufacturing,ACTIVE,99,6,BBMP|FACTORY|GST|LABOUR|SHOP|UDYAM,2026-03-26,2025-05-13,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00171
KA-BLRU-560024-000172,Asha Solutions,"No 145, D Main Road, Hebbal, Bengaluru Urban, Karnataka - 560024",Bengaluru Urban,560024,Food Processing,Manufacturing,ACTIVE,99,4,GST|KSPCB|LABOUR|SHOP,2026-04-07,2026-02-08,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00172
KA-BLRU-560024-000173,Nisarga Trans Enterprises,"No 28, D Main Road, Hebbal, Bengaluru Urban, Karnataka - 560024",Bengaluru Urban,560024,Logistics / Warehouse,Service,ACTIVE,99,5,BBMP|FACTORY|GST|KSPCB|LABOUR,2026-04-06,2025-12-19,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00173
KA-BLRU-560068-000174,Bharath Medical Solutions,"No 154, Plot 2nd Main, Bommanahalli, Bengaluru Urban, Karnataka - 560068",Bengaluru Urban,560068,Pharmacy / Medical Retail,Retail,DORMANT,89,3,BBMP|LABOUR|SHOP,2026-03-25,2024-02-29,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00174
KA-BLRU-560085-000175,Prakruthi LLP,"No 199, C Near Bus Stop, Banashankari, Bengaluru Urban, Karnataka - 560085",Bengaluru Urban,560085,Textile / Garments,Manufacturing,ACTIVE,94,4,GST|LABOUR|SHOP|UDYAM,2026-04-03,2026-03-05,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00175
KA-BLRU-560102-000176,Siddhi Warehouse Solutions,"No 267, Shed 3rd Phase, HSR Layout, Bengaluru Urban, Karnataka - 560102",Bengaluru Urban,560102,Logistics / Warehouse,Service,ACTIVE,89,3,BBMP|GST|UDYAM,2026-03-30,2025-08-21,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00176
KA-MYS-570001-000177,Srinidhi Health Traders,"No 246, A 3rd Phase, Devaraja Mohalla, Mysuru, Karnataka - 570001",Mysuru,570001,Pharmacy / Medical Retail,Retail,CLOSED,96,2,GST|SHOP,2026-03-17,2022-10-13,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00177
KA-MYS-570018-000178,Kaveri Meds Associates,"No 263, C 2nd Main, Nanjangud Road, Mysuru, Karnataka - 570018",Mysuru,570018,Pharmacy / Medical Retail,Retail,ACTIVE,89,3,BBMP|GST|SHOP,2026-04-29,2026-03-18,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00178
KA-MYS-570018-000179,Sree Associates,"No 100, D Behind Metro, Nanjangud Road, Mysuru, Karnataka - 570018",Mysuru,570018,Machine Tools,Manufacturing,ACTIVE,99,3,GST|KSPCB|UDYAM,2026-04-02,2025-10-24,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00179
KA-MYS-570018-000180,Varun Industrial Associates,"No 6, Shed Sector, Nanjangud Road, Mysuru, Karnataka - 570018",Mysuru,570018,Chemical Blending,Manufacturing,ACTIVE,99,3,FACTORY|GST|KSPCB,2026-04-25,2025-07-17,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00180
KA-BLRU-560076-000181,Srinidhi Injection Enterprises,"No 49, Service Road, Bannerghatta Road, Bengaluru Urban, Karnataka - 560076",Bengaluru Urban,560076,Plastic Moulding,Manufacturing,ACTIVE,99,3,BBMP|FACTORY|KSPCB,2026-04-19,2026-02-27,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00181
KA-BLRU-560102-000182,Sri Pvt Ltd,"No 207, Plot 1st Cross, HSR Layout, Bengaluru Urban, Karnataka - 560102",Bengaluru Urban,560102,Printing / Packaging,Manufacturing,ACTIVE,99,5,FACTORY|GST|LABOUR|SHOP|UDYAM,2026-05-01,2026-04-10,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00182
KA-BLRR-562114-000183,Ravi Agro Associates,"No 247, Shed Main Road, Hoskote, Bengaluru Rural, Karnataka - 562114",Bengaluru Rural,562114,Food Processing,Manufacturing,ACTIVE,96,2,KSPCB|SHOP,2026-03-19,2026-05-01,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00183
KA-BLRU-560066-000184,Varun Components LLP,"No 221, B Behind Metro, Whitefield Main Road, Bengaluru Urban, Karnataka - 560066",Bengaluru Urban,560066,Electronics Assembly,Manufacturing,ACTIVE,99,5,FACTORY|GST|LABOUR|SHOP|UDYAM,2026-04-26,2026-04-03,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00184
KA-MYS-570018-000185,Sharma Pvt Ltd,"No 117, C 2nd Main, Nanjangud Road, Mysuru, Karnataka - 570018",Mysuru,570018,Plastic Moulding,Manufacturing,DORMANT,99,5,BBMP|FACTORY|KSPCB|SHOP|UDYAM,2026-04-17,2025-02-17,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00185
KA-BLRU-560001-000186,Nisarga Enterprises,"No 143, Main Road, MG Road, Bengaluru Urban, Karnataka - 560001",Bengaluru Urban,560001,Textile / Garments,Manufacturing,ACTIVE,99,5,BBMP|FACTORY|LABOUR|SHOP|UDYAM,2026-04-24,2025-08-12,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00186
KA-BLRR-561203-000187,Varun Industries Industries,"No 155, Shed Near Bus Stop, Doddaballapura, Bengaluru Rural, Karnataka - 561203",Bengaluru Rural,561203,Machine Tools,Manufacturing,DORMANT,72,2,LABOUR|SHOP,2026-03-30,2025-03-05,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00187
KA-BLRU-560029-000188,Lakshmi Solvents Company,"No 278, Extension, BTM Layout, Bengaluru Urban, Karnataka - 560029",Bengaluru Urban,560029,Chemical Blending,Manufacturing,ACTIVE,94,4,FACTORY|GST|LABOUR|UDYAM,2026-04-26,2026-01-26,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00188
KA-BLRU-560037-000189,Sahana Apparels Co,"No 233, D Behind Metro, Whitefield, Bengaluru Urban, Karnataka - 560037",Bengaluru Urban,560037,Textile / Garments,Manufacturing,ACTIVE,99,6,BBMP|FACTORY|GST|LABOUR|SHOP|UDYAM,2026-03-07,2026-02-20,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00189
KA-BLRU-560068-000190,Veda Meds Works,"No 163, C Near Bus Stop, Bommanahalli, Bengaluru Urban, Karnataka - 560068",Bengaluru Urban,560068,Pharmacy / Medical Retail,Retail,ACTIVE,77,3,BBMP|LABOUR|SHOP,2026-04-11,2026-03-12,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00190
KA-BLRR-561203-000191,Siddhi Warehouse Industries,"No 164, A Industrial Layout, Doddaballapura, Bengaluru Rural, Karnataka - 561203",Bengaluru Rural,561203,Logistics / Warehouse,Service,CLOSED,84,2,BBMP|LABOUR,2026-04-19,2022-10-12,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00191
KA-BLRU-560059-000192,Navya Solvents Pvt Ltd,"No 105, B Service Road, Rajajinagar Industrial Suburb, Bengaluru Urban, Karnataka - 560059",Bengaluru Urban,560059,Chemical Blending,Manufacturing,ACTIVE,99,6,BBMP|FACTORY|GST|KSPCB|LABOUR|SHOP,2026-03-24,2025-08-16,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00192
KA-BLRU-560085-000193,Meghana Polymers Associates,"No 197, Shed Industrial Layout, Banashankari, Bengaluru Urban, Karnataka - 560085",Bengaluru Urban,560085,Plastic Moulding,Manufacturing,DORMANT,77,3,GST|LABOUR|UDYAM,2026-03-07,2025-03-07,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00193
KA-BLRU-560066-000194,Nisarga Trans Works,"No 142, A Service Road, Whitefield Main Road, Bengaluru Urban, Karnataka - 560066",Bengaluru Urban,560066,Logistics / Warehouse,Service,DORMANT,96,2,GST|SHOP,2026-03-16,2023-06-29,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00194
KA-BLRU-560058-000195,Meghana Moulding Industries,"No 26, B Extension, Peenya Industrial Area, Bengaluru Urban, Karnataka - 560058",Bengaluru Urban,560058,Plastic Moulding,Manufacturing,ACTIVE,92,6,FACTORY|GST|KSPCB|LABOUR|SHOP|UDYAM,2026-04-30,2026-04-15,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00195
KA-BLRU-560100-000196,Sri Foods Company,"No 116, B Extension, Electronic City, Bengaluru Urban, Karnataka - 560100",Bengaluru Urban,560100,Food Processing,Manufacturing,DORMANT,99,4,FACTORY|GST|LABOUR|SHOP,2026-03-08,2025-02-21,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00196
KA-BLRU-560068-000197,Prakruthi Bites Company,"No 31, A Behind Metro, Bommanahalli, Bengaluru Urban, Karnataka - 560068",Bengaluru Urban,560068,Restaurant / Cafe,Service,ACTIVE,96,2,BBMP|GST,2026-04-08,2025-11-13,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00197
KA-BLRU-560059-000198,Kaveri Bakery LLP,"No 17, B Industrial Layout, Rajajinagar Industrial Suburb, Bengaluru Urban, Karnataka - 560059",Bengaluru Urban,560059,Food Processing,Manufacturing,DORMANT,99,3,BBMP|GST|UDYAM,2026-04-30,2024-08-09,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00198
KA-BLRR-562110-000199,Udupi Electronics LLP,"No 192, C Industrial Layout, Devanahalli, Bengaluru Rural, Karnataka - 562110",Bengaluru Rural,562110,Electronics Assembly,Manufacturing,ACTIVE,99,5,FACTORY|GST|KSPCB|LABOUR|UDYAM,2026-03-09,2026-04-24,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00199
KA-BLRR-562157-000200,Sri Moulding Works,"No 256, Plot Extension, Bagalur, Bengaluru Rural, Karnataka - 562157",Bengaluru Rural,562157,Plastic Moulding,Manufacturing,ACTIVE,99,5,FACTORY|GST|KSPCB|SHOP|UDYAM,2026-04-10,2026-02-23,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00200
KA-MYS-570018-000201,Harsha Meals Associates,"No 175, B 3rd Phase, Nanjangud Road, Mysuru, Karnataka - 570018",Mysuru,570018,Restaurant / Cafe,Service,DORMANT,94,4,BBMP|GST|LABOUR|SHOP,2026-03-31,2024-04-08,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00201
KA-BLRU-560059-000202,Veda Agro Co,"No 125, B Extension, Rajajinagar Industrial Suburb, Bengaluru Urban, Karnataka - 560059",Bengaluru Urban,560059,Food Processing,Manufacturing,DORMANT,99,4,BBMP|GST|SHOP|UDYAM,2026-04-12,2025-04-06,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00202
KA-BLRR-562114-000203,Siddhi Industries,"No 48, Plot Service Road, Hoskote, Bengaluru Rural, Karnataka - 562114",Bengaluru Rural,562114,Pharmacy / Medical Retail,Retail,CLOSED,84,2,BBMP|UDYAM,2026-04-12,2022-06-28,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00203
KA-BLRU-560068-000204,Nisarga Clinic LLP,"No 274, Shed Industrial Layout, Bommanahalli, Bengaluru Urban, Karnataka - 560068",Bengaluru Urban,560068,Pharmacy / Medical Retail,Retail,ACTIVE,99,3,BBMP|GST|SHOP,2026-03-05,2026-02-09,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00204
KA-MYS-570016-000205,Aarohi Solutions,"No 17, A 1st Cross, Hebbal Industrial Area, Mysuru, Karnataka - 570016",Mysuru,570016,Food Processing,Manufacturing,ACTIVE,99,3,BBMP|FACTORY|UDYAM,2026-03-15,2025-10-24,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00205
KA-BLRR-562157-000206,Veda Associates,"No 85, A Extension, Bagalur, Bengaluru Rural, Karnataka - 562157",Bengaluru Rural,562157,Machine Tools,Manufacturing,ACTIVE,87,5,FACTORY|GST|LABOUR|SHOP|UDYAM,2026-04-18,2025-10-22,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00206
KA-BLRU-560102-000207,Deccan Coatings Associates,"No 59, Plot Behind Metro, HSR Layout, Bengaluru Urban, Karnataka - 560102",Bengaluru Urban,560102,Chemical Blending,Manufacturing,DORMANT,82,4,GST|KSPCB|LABOUR|UDYAM,2026-03-06,2024-05-07,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00207
KA-MYS-570001-000208,Sahana Warehouse Traders,"No 88, Industrial Layout, Devaraja Mohalla, Mysuru, Karnataka - 570001",Mysuru,570001,Logistics / Warehouse,Service,DORMANT,89,3,GST|SHOP|UDYAM,2026-03-14,2024-11-11,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00208
KA-BLRU-560085-000209,Ananya Circuits Enterprises,"No 235, 1st Cross, Banashankari, Bengaluru Urban, Karnataka - 560085",Bengaluru Urban,560085,Electronics Assembly,Manufacturing,DORMANT,99,3,LABOUR|SHOP|UDYAM,2026-03-05,2025-04-23,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00209
KA-BLRU-560024-000210,Lakshmi Electronics LLP,"No 1, C Main Road, Hebbal, Bengaluru Urban, Karnataka - 560024",Bengaluru Urban,560024,Electronics Assembly,Manufacturing,ACTIVE,99,4,GST|KSPCB|SHOP|UDYAM,2026-03-26,2026-04-19,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00210
KA-TUM-572101-000211,Udupi Systems Traders,"No 203, Main Road, BH Road, Tumakuru, Karnataka - 572101",Tumakuru,572101,Electronics Assembly,Manufacturing,ACTIVE,99,3,GST|LABOUR|UDYAM,2026-04-17,2025-12-07,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00211
KA-BLRU-560024-000212,Ravi Textiles Company,"No 296, D 2nd Main, Hebbal, Bengaluru Urban, Karnataka - 560024",Bengaluru Urban,560024,Textile / Garments,Manufacturing,ACTIVE,89,3,BBMP|GST|SHOP,2026-04-02,2025-09-11,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00212
KA-BLRU-560078-000213,Bangalore Snacks LLP,"No 244, B Main Road, Jayanagar, Bengaluru Urban, Karnataka - 560078",Bengaluru Urban,560078,Food Processing,Manufacturing,CLOSED,99,4,GST|KSPCB|LABOUR|UDYAM,2026-03-22,2022-09-05,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00213
KA-BLRU-560043-000214,Srinidhi Works,"No 7, D Sector, Kalyan Nagar, Bengaluru Urban, Karnataka - 560043",Bengaluru Urban,560043,Restaurant / Cafe,Service,CLOSED,96,2,GST|LABOUR,2026-04-30,2021-08-12,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00214
KA-BLRU-560064-000215,Ananya Resins Industries,"No 53, D Service Road, Yelahanka, Bengaluru Urban, Karnataka - 560064",Bengaluru Urban,560064,Chemical Blending,Manufacturing,ACTIVE,99,4,FACTORY|GST|KSPCB|LABOUR,2026-04-03,2026-03-30,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00215
KA-MYS-570016-000216,Veda Cafe Industries,"No 284, Plot 3rd Phase, Hebbal Industrial Area, Mysuru, Karnataka - 570016",Mysuru,570016,Restaurant / Cafe,Service,ACTIVE,99,3,BBMP|GST|SHOP,2026-03-28,2025-05-04,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00216
KA-BLRU-560029-000217,Siddhi Industries,"No 135, Near Bus Stop, BTM Layout, Bengaluru Urban, Karnataka - 560029",Bengaluru Urban,560029,Chemical Blending,Manufacturing,ACTIVE,99,5,FACTORY|GST|KSPCB|LABOUR|UDYAM,2026-05-03,2026-04-29,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00217
KA-BLRU-560029-000218,Ananya Electronics Co,"No 292, Main Road, BTM Layout, Bengaluru Urban, Karnataka - 560029",Bengaluru Urban,560029,Electronics Assembly,Manufacturing,DORMANT,99,4,GST|KSPCB|LABOUR|SHOP,2026-03-13,2024-01-05,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00218
KA-BLRR-562157-000219,Navya Precision Traders,"No 13, Plot Extension, Bagalur, Bengaluru Rural, Karnataka - 562157",Bengaluru Rural,562157,Machine Tools,Manufacturing,ACTIVE,87,5,FACTORY|GST|KSPCB|LABOUR|SHOP,2026-03-30,2025-09-03,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00219
KA-BLRU-560024-000220,Ananya Associates,"No 171, Shed Industrial Layout, Hebbal, Bengaluru Urban, Karnataka - 560024",Bengaluru Urban,560024,Textile / Garments,Manufacturing,DORMANT,72,2,BBMP|GST,2026-03-08,2024-07-16,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00220
KA-BLRU-560085-000221,Lakshmi Works,"No 72, 2nd Main, Banashankari, Bengaluru Urban, Karnataka - 560085",Bengaluru Urban,560085,Logistics / Warehouse,Service,ACTIVE,99,6,BBMP|FACTORY|GST|LABOUR|SHOP|UDYAM,2026-03-17,2025-12-25,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00221
KA-BLRU-560024-000222,Ganesh Cafe Company,"No 104, Extension, Hebbal, Bengaluru Urban, Karnataka - 560024",Bengaluru Urban,560024,Restaurant / Cafe,Service,DORMANT,96,2,GST|SHOP,2026-04-13,2023-10-20,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00222
KA-MYS-570016-000223,Varun Mold LLP,"No 19, B Industrial Layout, Hebbal Industrial Area, Mysuru, Karnataka - 570016",Mysuru,570016,Plastic Moulding,Manufacturing,ACTIVE,87,5,FACTORY|KSPCB|LABOUR|SHOP|UDYAM,2026-04-26,2025-06-13,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00223
KA-BLRU-560076-000224,Ravi Logistics Solutions,"No 228, C Industrial Layout, Bannerghatta Road, Bengaluru Urban, Karnataka - 560076",Bengaluru Urban,560076,Logistics / Warehouse,Service,ACTIVE,77,3,GST|LABOUR|SHOP,2026-03-10,2026-03-22,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00224
KA-BLRU-560037-000225,Asha Enterprises,"No 274, B 2nd Main, Whitefield, Bengaluru Urban, Karnataka - 560037",Bengaluru Urban,560037,Logistics / Warehouse,Service,CLOSED,89,3,GST|LABOUR|SHOP,2026-03-27,2021-07-28,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00225
KA-BLRU-560066-000226,Sree Tools LLP,"No 245, Main Road, Whitefield Main Road, Bengaluru Urban, Karnataka - 560066",Bengaluru Urban,560066,Machine Tools,Manufacturing,ACTIVE,99,4,GST|KSPCB|LABOUR|UDYAM,2026-03-07,2025-07-17,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00226
KA-BLRU-560034-000227,Harsha LLP,"No 77, Shed Industrial Layout, Koramangala, Bengaluru Urban, Karnataka - 560034",Bengaluru Urban,560034,Textile / Garments,Manufacturing,ACTIVE,89,3,GST|KSPCB|LABOUR,2026-03-28,2025-06-26,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00227
KA-BLRU-560059-000228,Kaveri Print Company,"No 254, 1st Cross, Rajajinagar Industrial Suburb, Bengaluru Urban, Karnataka - 560059",Bengaluru Urban,560059,Printing / Packaging,Manufacturing,ACTIVE,94,4,FACTORY|GST|SHOP|UDYAM,2026-05-02,2026-04-22,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00228
KA-TUM-572101-000229,Lakshmi Medical LLP,"No 257, A Near Bus Stop, BH Road, Tumakuru, Karnataka - 572101",Tumakuru,572101,Pharmacy / Medical Retail,Retail,ACTIVE,89,3,BBMP|LABOUR|UDYAM,2026-03-28,2025-08-28,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00229
KA-BLRR-562157-000230,Kaveri Meds Pvt Ltd,"No 8, Plot Behind Metro, Bagalur, Bengaluru Rural, Karnataka - 562157",Bengaluru Rural,562157,Pharmacy / Medical Retail,Retail,CLOSED,96,2,BBMP|SHOP,2026-04-08,2022-04-13,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00230
KA-TUM-572101-000231,Veda LLP,"No 243, Plot 3rd Phase, BH Road, Tumakuru, Karnataka - 572101",Tumakuru,572101,Restaurant / Cafe,Service,ACTIVE,99,3,GST|LABOUR|SHOP,2026-03-29,2026-04-25,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00231
KA-BLRR-562157-000232,Aditya Tech Enterprises,"No 150, C 1st Cross, Bagalur, Bengaluru Rural, Karnataka - 562157",Bengaluru Rural,562157,Electronics Assembly,Manufacturing,ACTIVE,82,4,FACTORY|GST|KSPCB|LABOUR,2026-05-02,2025-06-05,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00232
KA-MYS-570016-000233,Srinidhi Traders,"No 268, Shed Extension, Hebbal Industrial Area, Mysuru, Karnataka - 570016",Mysuru,570016,Machine Tools,Manufacturing,DORMANT,99,3,GST|KSPCB|UDYAM,2026-03-24,2023-10-26,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00233
KA-BLRU-560064-000234,Prakruthi Biryani Solutions,"No 202, B Behind Metro, Yelahanka, Bengaluru Urban, Karnataka - 560064",Bengaluru Urban,560064,Restaurant / Cafe,Service,ACTIVE,99,4,BBMP|GST|SHOP|UDYAM,2026-04-02,2026-01-24,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00234
KA-BLRU-560076-000235,Sahana Industries,"No 149, B Main Road, Bannerghatta Road, Bengaluru Urban, Karnataka - 560076",Bengaluru Urban,560076,Printing / Packaging,Manufacturing,ACTIVE,99,4,GST|LABOUR|SHOP|UDYAM,2026-04-15,2026-02-05,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00235
KA-BLRU-560034-000236,Bharath Cargo Pvt Ltd,"No 196, B Service Road, Koramangala, Bengaluru Urban, Karnataka - 560034",Bengaluru Urban,560034,Logistics / Warehouse,Service,DORMANT,77,3,BBMP|GST|SHOP,2026-04-29,2023-11-19,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00236
KA-BLRU-560085-000237,Sharma Print Enterprises,"No 221, B Near Bus Stop, Banashankari, Bengaluru Urban, Karnataka - 560085",Bengaluru Urban,560085,Printing / Packaging,Manufacturing,ACTIVE,82,4,GST|KSPCB|SHOP|UDYAM,2026-03-16,2026-02-10,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00237
KA-BLRU-560078-000238,Kaveri Components Enterprises,"No 221, B Extension, Jayanagar, Bengaluru Urban, Karnataka - 560078",Bengaluru Urban,560078,Electronics Assembly,Manufacturing,ACTIVE,82,4,GST|KSPCB|SHOP|UDYAM,2026-04-14,2026-01-17,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00238
KA-TUM-572101-000239,Aditya Labels Enterprises,"No 296, Shed Behind Metro, BH Road, Tumakuru, Karnataka - 572101",Tumakuru,572101,Printing / Packaging,Manufacturing,DORMANT,87,5,BBMP|FACTORY|GST|SHOP|UDYAM,2026-03-18,2024-08-11,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00239
KA-MYS-570018-000240,Sahana Industries Co,"No 299, Main Road, Nanjangud Road, Mysuru, Karnataka - 570018",Mysuru,570018,Machine Tools,Manufacturing,ACTIVE,99,5,BBMP|FACTORY|GST|KSPCB|SHOP,2026-04-01,2026-01-30,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00240
KA-BLRU-560066-000241,Mysore Biryani Associates,"No 96, D 2nd Main, Whitefield Main Road, Bengaluru Urban, Karnataka - 560066",Bengaluru Urban,560066,Restaurant / Cafe,Service,ACTIVE,99,4,GST|KSPCB|LABOUR|SHOP,2026-04-08,2026-01-20,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00241
KA-BLRU-560029-000242,Nisarga Clinic Solutions,"No 136, A Main Road, BTM Layout, Bengaluru Urban, Karnataka - 560029",Bengaluru Urban,560029,Pharmacy / Medical Retail,Retail,CLOSED,72,2,BBMP|GST,2026-04-07,2021-10-23,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00242
KA-BLRU-560001-000243,Sharma Moulding Industries,"No 106, C Extension, MG Road, Bengaluru Urban, Karnataka - 560001",Bengaluru Urban,560001,Plastic Moulding,Manufacturing,ACTIVE,99,4,FACTORY|GST|KSPCB|UDYAM,2026-03-08,2025-12-14,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00243
KA-BLRU-560059-000244,Naveen LLP,"No 214, Plot 3rd Phase, Rajajinagar Industrial Suburb, Bengaluru Urban, Karnataka - 560059",Bengaluru Urban,560059,Textile / Garments,Manufacturing,DORMANT,77,3,BBMP|GST|SHOP,2026-03-06,2024-02-29,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00244
KA-BLRR-562157-000245,Sharma Coatings Pvt Ltd,"No 200, D Behind Metro, Bagalur, Bengaluru Rural, Karnataka - 562157",Bengaluru Rural,562157,Chemical Blending,Manufacturing,ACTIVE,82,4,FACTORY|GST|KSPCB|UDYAM,2026-04-23,2025-10-08,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00245
KA-BLRU-560085-000246,Ananya Labs Enterprises,"No 11, C Near Bus Stop, Banashankari, Bengaluru Urban, Karnataka - 560085",Bengaluru Urban,560085,Machine Tools,Manufacturing,ACTIVE,99,3,FACTORY|GST|KSPCB,2026-03-12,2026-04-10,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00246
KA-BLRR-562110-000247,Kaveri Associates,"No 12, B Sector, Devanahalli, Bengaluru Rural, Karnataka - 562110",Bengaluru Rural,562110,Printing / Packaging,Manufacturing,ACTIVE,99,4,GST|KSPCB|SHOP|UDYAM,2026-03-28,2025-07-12,append_only; raw identifiers hashed; human-review for score 60-84,ENT-00247
